jurisdiction,topic_key,topic_label,source_url,notes
Vermont,everify,E-Verify / Employment Verification,https://labor.vermont.gov/unemployment-insurance/unemployment-information-employers/employer-online-services/new-hire,New Hire Reporting and Verification Systems – 
Vermont,workers_comp,Workers’ Compensation Requirements,https://labor.vermont.gov/workers-compensation,Workers’ Compensation | Department of Labor – 
Vermont,prevailing_wage,Prevailing Wage Laws (public contracts),https://vtrans.vermont.gov/civil-rights/doing-business/contractors-center/davis-bacon,Davis-Bacon | Agency of Transportation – 
Vermont,day_of_rest,Day-of-Rest / Predetermined Break Laws,https://humanresources.vermont.gov/benefits-wellness/leave,Leave | Department of Human Resources – 
Vermont,biometric_privacy,Biometric Privacy / AI Use Laws (emerging),https://legislature.vermont.gov/Documents/2024/WorkGroups/House%20Commerce/Reports%20and%20Resources/W~Office%20of%20the%20Attorney%20General~2022%20Report%20on%20Consumer%20Privacy~2-9-2023.pdf,"TO: Sen. Michael Sirotkin, Chair Senate Committee on Economic ... – "
Vermont,right_to_work,Right-to-Work Laws (where applicable),https://vtlawhelp.org/worker-rights,Worker Rights | VTLawHelp.org – 
Vermont,domestic_violence_leave,Crime Victim / Domestic Violence Leave,https://humanresources.vermont.gov/benefits-wellness/leave,Leave | Department of Human Resources – 
Vermont,voting_leave,Voting / Civic Leave,https://law.justia.com/codes/vermont/title-21/chapter-5/section-472b/,2024 Vermont Statutes :: Title 21 - Labor :: Chapter 5 - Employment Practices :: § 472b. Town meeting leave; employees; students – 
Vermont,workplace_safety,Workplace Safety Requirements (OSHA or state-level),https://labor.vermont.gov/vosha,Vermont Occupational Safety and Health Administration (VOSHA) – 
Vermont,benefits_mandates,Employee Benefits Mandates (like state retirement savings programs),https://www.vtsaves.vermont.gov/,Vermont Saves can help bridge the retirement savings gap. – 
Virginia,minimum_wage,Minimum Wage,https://www.dhrm.virginia.gov/docs/default-source/default-document-library/va-minimum-wage-increase-jan-1-2025.pdf?Status=Temp&sfvrsn=6880701e_2,SKM_C450i24080516540 – 
Virginia,overtime,Overtime & Hours,https://law.lis.virginia.gov/vacode/title40.1/chapter3/section40.1-29.3/,§ 40.1-29.3. Overtime for certain employees – 
Virginia,paid_sick_leave,Paid Sick Leave,https://law.lis.virginia.gov/vacodefull/title40.1/chapter3/article2.1/,Code of Virginia Code - Article 2.1. Paid Sick Leave – 
Virginia,family_medical_leave,Paid Family / Medical Leave (PFML),https://www.dhrm.virginia.gov/employeebenefits/paid-and-unpaid-leave,Paid and Unpaid Leave – 
Virginia,final_pay,Final Pay / Vacation Payout,https://www.fairfaxcounty.gov/hr/sites/hr/files/Assets/Documents/HR/Benefits/Employee%20Benefits/Final%20Pay%20Language.pdf,Final Pay and Leave Payout – 
Virginia,pay_frequency,Pay Frequency & Payday Timing,https://law.lis.virginia.gov/vacode/title40.1/chapter3/section40.1-29/,40.1-29. Time and medium of payment; withholding wages – 
Virginia,harassment_training,Harassment Training,https://www.dhrm.virginia.gov/docs/default-source/default-document-library/preventing-sexual-harassment-training-transcript.pdf,Preventing Sexual Harassment Training – 
Virginia,posting_requirements,Posting Requirements,https://www.dhrm.virginia.gov/hr-partners/federal-and-state-poster-requirements,Federal and State Poster Requirements – 
Virginia,pregnancy_accommodation,Pregnancy / Disability / ADA Accommodations,https://eocr.virginia.edu/accommodations/pregnancy-accommodations/employee-pregnancy-accommodations,Employee Pregnancy Accommodations – 
Virginia,meal_rest_breaks,Meal & Rest Breaks,https://doli.virginia.gov/labor-law-virginia-labor-laws/,Virginia Labor Laws | DOLI – 
Virginia,jury_duty_leave,Jury Duty Leave,https://law.lis.virginia.gov/vacode/title18.2/chapter10/section18.2-465.1/,Title 18.2. Crimes and Offenses Generally – 
Virginia,bereavement_leave,Bereavement Leave,https://dhrm.virginia.gov/docs/default-source/hrpolicy/policyguides/policy-guide-bereavement.pdf?sfvrsn=169ffb90_4,Policy Guide – “Bereavement Leave” – 
Virginia,non_compete,Non-Compete Enforcement Rules,https://law.lis.virginia.gov/vacode/title40.1/chapter3/section40.1-28.7:8/,Title 40.1. Labor and Employment – 
Virginia,background_checks,Background Check / Ban-the-Box,https://www.dhrm.virginia.gov/docs/default-source/hrpolicy/hiring-policy-2-10-rev-7-1-19.pdf?sfvrsn=6ace7b09_2,HIRING – 
Virginia,mini_warn,Mini-WARN & Separation Notices,https://www.dhrm.virginia.gov/layoff,layoff – 
Virginia,everify,E-Verify / Employment Verification,https://www.dhrm.virginia.gov/hr-partners/everify,e-Verify Program – 
Virginia,workers_comp,Workers’ Compensation Requirements,https://workcomp.virginia.gov/content/employers,Employers - Virginia Workers' Compensation Commission – 
Virginia,prevailing_wage,Prevailing Wage Laws (public contracts),https://doli.virginia.gov/prevailing-wage-law/,Prevailing Wage Law | DOLI – 
Virginia,day_of_rest,Day-of-Rest / Predetermined Break Laws,https://doli.virginia.gov/labor-law-virginia-labor-laws/,Virginia Labor Laws | DOLI – 
Virginia,biometric_privacy,Biometric Privacy / AI Use Laws (emerging),https://www.vita.virginia.gov/media/vitavirginiagov/it-governance/ea/pdf/EA-Solutions-Artificial-Intelligence-Standard.pdf,Commonwealth of Virginia – 
Virginia,right_to_work,Right-to-Work Laws (where applicable),https://www.nrtw.org/right-to-work-states-virginia/,Right to Work States: Virginia - National Right to Work Foundation – 
Virginia,domestic_violence_leave,Crime Victim / Domestic Violence Leave,https://www.justice.gov/ovw/domestic-violence,Domestic Violence – 
Virginia,voting_leave,Voting / Civic Leave,https://www.dhrm.virginia.gov/docs/default-source/hr-highlights-newsletter/september-2024/election-day-guidance-2024-september-(1).pdf?Status=Temp&sfvrsn=fea43ef6_2,DHRM HR Highlights Election Day on November 5th – 
Virginia,workplace_safety,Workplace Safety Requirements (OSHA or state-level),https://doli.virginia.gov/virginia_occupational_safety_health_program/,Virginia Occupational Safety & Health (VOSH) Program – 
Virginia,benefits_mandates,Employee Benefits Mandates (like state retirement savings programs),https://law.lis.virginia.gov/vacodefull/title2.2/chapter27.1/,Code of Virginia Code - Chapter 27.1. State-Facilitated IRA Savings Program – 
Washington,minimum_wage,Minimum Wage,https://www.lni.wa.gov/workers-rights/wages/minimum-wage/,"Minimum Wage - Labor & Industries (L&I), Washington State – "
Washington,overtime,Overtime & Hours,https://lni.wa.gov/workers-rights/wages/overtime/overtime-rules-resources,Overtime rules for Washington workers – 
Washington,paid_sick_leave,Paid Sick Leave,https://www.lni.wa.gov/workers-rights/leave/paid-sick-leave/,Paid Sick Leave – 
Washington,family_medical_leave,Paid Family / Medical Leave (PFML),https://paidleave.wa.gov/,Washington State's Paid Family and Medical Leave ... – 
Washington,final_pay,Final Pay / Vacation Payout,https://app.leg.wa.gov/wac/default.aspx?cite=357-31-225,WAC 357-31-225: – 
Washington,pay_frequency,Pay Frequency & Payday Timing,https://app.leg.wa.gov/wac/default.aspx?cite=296-126-023,WAC 296-126-023: – 
Washington,harassment_training,Harassment Training,https://des.wa.gov/services/training/required-and-recommended-training,Required and Recommended Training – 
Washington,posting_requirements,Posting Requirements,https://lni.wa.gov/forms-publications/required-workplace-posters,Required Workplace Posters – 
Washington,pregnancy_accommodation,Pregnancy / Disability / ADA Accommodations,https://www.justice.gov/jmd/reasonable-accommodation,Reasonable Accommodation – 
Washington,meal_rest_breaks,Meal & Rest Breaks,https://www.lni.wa.gov/workers-rights/workplace-policies/rest-breaks-meal-periods-and-schedules,"Rest Breaks, Meal Periods & Schedules – "
Washington,jury_duty_leave,Jury Duty Leave,https://www.courts.wa.gov/newsinfo/resources/?fa=newsinfo_jury.employers,Washington State Courts - Jury Duty - Employer Information – 
Washington,bereavement_leave,Bereavement Leave,https://app.leg.wa.gov/wac/default.aspx?cite=357-31-250,WAC 357-31-250: – 
Washington,non_compete,Non-Compete Enforcement Rules,https://www.lni.wa.gov/workers-rights/workplace-policies/non-compete-agreements,Non-Compete Agreements – 
Washington,background_checks,Background Check / Ban-the-Box,https://www.atg.wa.gov/fair-chance-act,Fair Chance Act | Washington State – 
Washington,mini_warn,Mini-WARN & Separation Notices,https://myhrconcierge.com/2025/06/03/mini-warn-act-compliance-for-employers-in-washington-state/,Mini-WARN Act Compliance for Employers in Washington State – 
Washington,everify,E-Verify / Employment Verification,https://www.e-verify.gov/,E-Verify: Home – 
Washington,workers_comp,Workers’ Compensation Requirements,https://lni.wa.gov/forms-publications/f101-002-000.pdf,Employers' Guide to Workers' Compensation Insurance in ... – 
Washington,prevailing_wage,Prevailing Wage Laws (public contracts),https://lni.wa.gov/forms-publications/f700-032-000.pdf,F700-032-000 The Washington State Prevailing Wage Law – 
Washington,day_of_rest,Day-of-Rest / Predetermined Break Laws,https://www.lni.wa.gov/workers-rights/workplace-policies/rest-breaks-meal-periods-and-schedules,"Rest Breaks, Meal Periods & Schedules – "
Washington,biometric_privacy,Biometric Privacy / AI Use Laws (emerging),https://app.leg.wa.gov/RCW/default.aspx?cite=40.26.020,"Biometric identifiers—Notice and consent—Agencies—Use, storage, retention—Review—Definitions—Exceptions. – "
Washington,right_to_work,Right-to-Work Laws (where applicable),https://www.federalreserve.gov/econres/notes/feds-notes/understanding-workers-financial-wellbeing-in-states-with-right-to-work-laws-20230908.html,Understanding Workers' Financial Wellbeing in States with ... – 
Washington,domestic_violence_leave,Crime Victim / Domestic Violence Leave,https://www.lni.wa.gov/workers-rights/leave/domestic-violence-leave,Domestic Violence Leave – 
Washington,voting_leave,Voting / Civic Leave,https://www.sos.wa.gov/elections/voters/helpful-information/current-election-information,Current Election Information - Washington Secretary of State – 
Washington,workplace_safety,Workplace Safety Requirements (OSHA or state-level),https://lni.wa.gov/safety-health/safety-rules/chapter-pdfs/WAC296-62.pdf,"General Occupational Health Standards, Chapter 296-62 WAC – "
Washington,benefits_mandates,Employee Benefits Mandates (like state retirement savings programs),https://www.beneficiallyyours.com/2024/04/26/washington-saves-washington-states-new-state-mandated-retirement-program/,Washington Saves; Washington State’s New State-Mandated Retirement Program – 
West Virginia,minimum_wage,Minimum Wage,https://labor.wv.gov/Wage-Hour/Minimum_Wage/Pages/default.aspx,Minimum Wage & Maximum Hours – 
West Virginia,overtime,Overtime & Hours,https://labor.wv.gov/Wage-Hour/Pages/default.aspx,Wage & Hour Overview - WV Labor – 
West Virginia,paid_sick_leave,Paid Sick Leave,https://personnel.wv.gov/employees/Leave/sick/Pages/default.aspx,Sick Leave - WV Division of Personnel – 
West Virginia,family_medical_leave,Paid Family / Medical Leave (PFML),https://www.workforcehub.com/hr-laws-and-regulations/west-virginia/west-virginia-paid-family-leave-laws/,West Virginia Paid Family Leave Laws - WorkforceHub – 
West Virginia,final_pay,Final Pay / Vacation Payout,https://labor.wv.gov/Wage-Hour/Wage_Collection/Documents/Fact%20Sheet/WPCA%20FACT%20SHEET%206%20-%20FINAL%20WAGES%20AFTER%20REVIEW.pdf,Microsoft Word - WPCA FACT SHEET 6 - FINAL WAGES – 
West Virginia,pay_frequency,Pay Frequency & Payday Timing,https://code.wvlegislature.gov/21-5-3/,West Virginia Code Section 21-5-3 – 
West Virginia,harassment_training,Harassment Training,https://personnel.wv.gov/agencies/Pages/Toolbox.aspx,Supervisor’s Toolbox – 
West Virginia,posting_requirements,Posting Requirements,https://personnel.wv.gov/rules/pages/default.aspx,"Policies, Rules, Laws, and Other Guidelines – "
West Virginia,pregnancy_accommodation,Pregnancy / Disability / ADA Accommodations,https://dcr.wv.gov/aboutus/SiteAssets/Pages/Policies/WVDCR%20PD%20131.01%20Discrimination%20Prohibited-Equal%20Employment%20Opportunity-Reasonable%20Accommodatoins.pdf,131.01 Discrimination Prohibited-Equal Employment ... – 
West Virginia,meal_rest_breaks,Meal & Rest Breaks,https://labor.wv.gov/Safety/Occupational_Safety/WV_OSHA/Documents/os-state-osha-statute-and-rules/FACT%20SHEET%201%20%20-%20EMPLOYEE%20BREAK%20REQUIREMENTS.pdf,THE STATE OF WEST VIRGINIA EMPLOYEE MEAL BREAK ... – 
West Virginia,jury_duty_leave,Jury Duty Leave,https://personnel.wv.gov/employees/Leave/Pages/court.aspx,"Court, Jury, and Hearing Leave - WV Division of Personnel – "
West Virginia,bereavement_leave,Bereavement Leave,https://das.wv.gov/resources/Documents/230.00%20Time%2C%20Leave%20and%20Attendance%20Policy.pdf,Division of Administrative Services - State of West Virginia – 
West Virginia,non_compete,Non-Compete Enforcement Rules,https://code.wvlegislature.gov/47-11E-2/,West Virginia Code Section 47-11E-2 – 
West Virginia,background_checks,Background Check / Ban-the-Box,https://oig.wv.gov/WVCARES,West Virginia Clearance for Access: Registry and Employment Screening (WV CARES)​ – 
West Virginia,mini_warn,Mini-WARN & Separation Notices,https://workforcewv.org/job-seeker/layoffs-downsizing/warn-listing/,WARN Listing - WorkForce West Virginia – 
West Virginia,everify,E-Verify / Employment Verification,https://code.wvlegislature.gov/email/21/,West Virginia Code | §21 – 
West Virginia,workers_comp,Workers’ Compensation Requirements,https://www.wvinsurance.gov/workers-compensation,Workers' Compensation – 
West Virginia,prevailing_wage,Prevailing Wage Laws (public contracts),https://sba.wv.gov/resources/bidinfo/Pages/WV-PW-Law.aspx,West Virginia State Prevailing Wage Law Changes – 
West Virginia,day_of_rest,Day-of-Rest / Predetermined Break Laws,https://labor.wv.gov/Safety/Occupational_Safety/WV_OSHA/Pages/os-state-osha-meals.aspx,Employee Meal Break Statute – 
West Virginia,biometric_privacy,Biometric Privacy / AI Use Laws (emerging),https://www.wvlegislature.gov/Bill_Status/bills_text.cfm?billdoc=sb688%20intr.htm&yr=2025&sesstype=RS&i=688,SB 688 Text – 
West Virginia,right_to_work,Right-to-Work Laws (where applicable),https://www.courtswv.gov/sites/default/pubfilesmnt/2024-08/19-0298AmicusWVEmpLawyersAssoc.pdf,"Amicus Brief, WV Employment Lawyers Association – "
West Virginia,domestic_violence_leave,Crime Victim / Domestic Violence Leave,https://personnel.wv.gov/employees/Leave/Pages/default.aspx,Leave Information and Forms – 
West Virginia,voting_leave,Voting / Civic Leave,https://sos.wv.gov/elections/Pages/GoVoteWV.aspx,GoVoteWV – 
West Virginia,workplace_safety,Workplace Safety Requirements (OSHA or state-level),https://labor.wv.gov/Safety/Occupational_Safety/WV_OSHA/Pages/default.aspx,WV State OSHA Program – 
